Category,Id,Question,Question_concat,Response,Response (group),Sentiment,Calculation1,Negative,Neutral N Values,Neutral P Values,NPS,Positive Values,responses,Value
Customer Service,Respondent #23,This aspect is easy to understand and use.,Customer Service - This aspect is easy to understand and use.,Strongly Agree,positive,Negative,1,0,-0.8206631217877691,0,0,0,1,1
Customer Service,Respondent #41,This aspect meets my expectations.,Customer Service - This aspect is easy to understand and use.,Strongly Disagree,negative,Negative,0,-1,0.7103593503577803,0,100,0,1,1
Customer Service,Respondent #5,The performance in this area is reliable.,Customer Service - The performance in this area is reliable.,Neutral,neutral,Negative,-1,0,0.33034719118928835,1,-100,1,1,4
Customer Service,Respondent #7,This aspect meets my expectations.,Customer Service - This aspect is easy to understand and use.,Disagree,negative,Negative,2,0,-0.8469417106609294,1,0,0,1,5
Customer Service,Respondent #41,I find this aspect of the product satisfactory.,Customer Service - I would recommend this to others.,Agree,positive,Negative,2,-1,-0.9689832001909722,1,0,0,1,3
Customer Service,Respondent #28,The performance in this area is reliable.,Customer Service - This aspect meets my expectations.,Strongly Disagree,negative,Negative,1,-1,0.9758463969086935,1,0,0,1,5
Customer Service,Respondent #28,The performance in this area is reliable.,Customer Service - This aspect is easy to understand and use.,Agree,positive,Negative,2,0,0.49716480043695177,0,0,1,1,3
Customer Service,Respondent #5,This aspect meets my expectations.,Customer Service - This aspect meets my expectations.,Strongly Agree,positive,Negative,-1,-1,-0.5340011844911516,1,0,1,1,3
Customer Service,Respondent #26,The performance in this area is reliable.,Customer Service - This aspect meets my expectations.,Strongly Disagree,negative,Negative,-2,0,0.763198650039675,1,-100,1,1,3
Customer Service,Respondent #4,I find this aspect of the product satisfactory.,Customer Service - I would recommend this to others.,Neutral,neutral,Negative,0,0,0.002209847604807358,1,-100,0,1,2
Customer Service,Respondent #2,The performance in this area is reliable.,Customer Service - The performance in this area is reliable.,Agree,positive,Negative,-2,0,-0.01766180734428091,1,100,0,1,4
Customer Service,Respondent #7,This aspect is easy to understand and use.,Customer Service - I find this aspect of the product satisfactory.,Agree,positive,Negative,-1,-1,0.1945324822312371,1,0,1,1,1
Customer Service,Respondent #3,This aspect is easy to understand and use.,Customer Service - The performance in this area is reliable.,Agree,positive,Negative,-1,-1,-0.46439277803536005,1,-100,0,1,3
Customer Service,Respondent #36,This aspect is easy to understand and use.,Customer Service - I would recommend this to others.,Strongly Agree,positive,Negative,0,-1,0.35610057732138234,1,100,1,1,1
Customer Service,Respondent #25,The performance in this area is reliable.,Customer Service - I would recommend this to others.,Strongly Agree,positive,Negative,-2,0,0.35187050688901467,1,-100,0,1,3
Customer Service,Respondent #28,The performance in this area is reliable.,Customer Service - I find this aspect of the product satisfactory.,Strongly Agree,positive,Negative,0,0,0.833176121930701,0,100,0,1,4
Customer Service,Respondent #13,I find this aspect of the product satisfactory.,Customer Service - This aspect meets my expectations.,Strongly Agree,positive,Negative,1,-1,0.23913740039699616,1,-100,1,1,2
Customer Service,Respondent #7,This aspect meets my expectations.,Customer Service - I find this aspect of the product satisfactory.,Strongly Agree,positive,Negative,-1,0,0.11630077648340653,1,100,0,1,5
Customer Service,Respondent #6,This aspect meets my expectations.,Customer Service - This aspect meets my expectations.,Strongly Disagree,negative,Negative,-2,0,0.13070464145997884,1,-100,0,1,5
Customer Service,Respondent #45,I find this aspect of the product satisfactory.,Customer Service - I would recommend this to others.,Neutral,neutral,Negative,2,-1,-0.7685831032442427,1,0,1,1,3
Customer Service,Respondent #37,This aspect meets my expectations.,Customer Service - This aspect meets my expectations.,Strongly Disagree,negative,Negative,-1,-1,0.36968562440339725,1,0,1,1,2
Customer Service,Respondent #27,This aspect is easy to understand and use.,Customer Service - This aspect is easy to understand and use.,Agree,positive,Negative,-2,0,-0.8931459496509793,0,100,1,1,2
Customer Service,Respondent #47,I would recommend this to others.,Customer Service - The performance in this area is reliable.,Strongly Agree,positive,Negative,1,0,-0.4347794537232603,0,0,1,1,2
Customer Service,Respondent #34,I find this aspect of the product satisfactory.,Customer Service - I find this aspect of the product satisfactory.,Strongly Disagree,negative,Negative,-1,0,-0.47969698140622863,1,-100,1,1,2
Customer Service,Respondent #11,The performance in this area is reliable.,Customer Service - The performance in this area is reliable.,Neutral,neutral,Negative,2,-1,0.21839752356015896,0,-100,1,1,5
Customer Service,Respondent #47,I would recommend this to others.,Customer Service - I find this aspect of the product satisfactory.,Agree,positive,Negative,0,0,-0.3148769298524121,1,100,1,1,5
Customer Service,Respondent #14,This aspect is easy to understand and use.,Customer Service - I would recommend this to others.,Disagree,negative,Negative,2,0,0.22304783178159293,1,100,1,1,5
Customer Service,Respondent #41,This aspect meets my expectations.,Customer Service - The performance in this area is reliable.,Agree,positive,Negative,-1,0,0.050446260552047706,1,0,0,1,4
Customer Service,Respondent #32,This aspect meets my expectations.,Customer Service - I would recommend this to others.,Agree,positive,Negative,2,-1,-0.07035492822516454,1,0,0,1,5
Customer Service,Respondent #38,This aspect is easy to understand and use.,Customer Service - I find this aspect of the product satisfactory.,Agree,positive,Negative,-1,-1,0.09189278922555699,0,100,0,1,1
Customer Service,Respondent #30,This aspect is easy to understand and use.,Customer Service - I find this aspect of the product satisfactory.,Neutral,neutral,Negative,-2,0,-0.13406600639989397,1,0,1,1,3
Customer Service,Respondent #15,I would recommend this to others.,Customer Service - This aspect is easy to understand and use.,Strongly Disagree,negative,Negative,-2,-1,-0.4834776571058945,0,-100,0,1,4
Customer Service,Respondent #25,I find this aspect of the product satisfactory.,Customer Service - I find this aspect of the product satisfactory.,Disagree,negative,Negative,0,-1,0.3850705628298643,1,-100,1,1,4
Customer Service,Respondent #28,I would recommend this to others.,Customer Service - This aspect meets my expectations.,Strongly Agree,positive,Negative,-2,0,-0.09381627802987791,1,-100,0,1,4
Customer Service,Respondent #23,This aspect is easy to understand and use.,Customer Service - This aspect is easy to understand and use.,Strongly Agree,positive,Negative,1,0,-0.38110604323805286,0,-100,0,1,3
Customer Service,Respondent #17,The performance in this area is reliable.,Customer Service - This aspect meets my expectations.,Strongly Disagree,negative,Negative,1,-1,-0.3516400824183272,0,100,0,1,3
Customer Service,Respondent #25,I would recommend this to others.,Customer Service - The performance in this area is reliable.,Disagree,negative,Negative,-2,0,-0.5663565311202421,0,0,0,1,4
Customer Service,Respondent #19,This aspect is easy to understand and use.,Customer Service - This aspect is easy to understand and use.,Strongly Agree,positive,Negative,0,-1,-0.47347276700777297,0,100,1,1,5
Customer Service,Respondent #35,This aspect meets my expectations.,Customer Service - The performance in this area is reliable.,Neutral,neutral,Negative,0,-1,-0.15322818684794215,1,-100,0,1,2
Customer Service,Respondent #24,This aspect is easy to understand and use.,Customer Service - I would recommend this to others.,Neutral,neutral,Negative,2,0,0.568661985783083,0,0,1,1,1
Customer Service,Respondent #50,I find this aspect of the product satisfactory.,Customer Service - I find this aspect of the product satisfactory.,Agree,positive,Negative,1,0,-0.4311575186644725,1,100,1,1,3
Customer Service,Respondent #23,I would recommend this to others.,Customer Service - I would recommend this to others.,Strongly Agree,positive,Negative,0,0,-0.15910547381224305,1,100,1,1,1
Customer Service,Respondent #11,This aspect is easy to understand and use.,Customer Service - I would recommend this to others.,Neutral,neutral,Negative,-1,0,-0.9145667543040554,0,0,1,1,2
Customer Service,Respondent #30,This aspect is easy to understand and use.,Customer Service - I would recommend this to others.,Disagree,negative,Negative,-2,0,-0.7042200406745651,1,-100,0,1,2
Customer Service,Respondent #19,I would recommend this to others.,Customer Service - This aspect is easy to understand and use.,Strongly Disagree,negative,Negative,0,-1,-0.6566718511807095,1,0,1,1,2
Customer Service,Respondent #44,I find this aspect of the product satisfactory.,Customer Service - The performance in this area is reliable.,Neutral,neutral,Negative,0,-1,0.5214799176836464,0,0,1,1,4
Customer Service,Respondent #23,I find this aspect of the product satisfactory.,Customer Service - The performance in this area is reliable.,Strongly Disagree,negative,Negative,-2,0,-0.13172451567046695,0,100,1,1,3
Customer Service,Respondent #36,The performance in this area is reliable.,Customer Service - This aspect meets my expectations.,Strongly Agree,positive,Negative,2,0,0.10940282971925419,0,-100,0,1,5
Customer Service,Respondent #4,This aspect meets my expectations.,Customer Service - This aspect meets my expectations.,Neutral,neutral,Negative,1,-1,-0.17907366056702823,0,100,1,1,3
Customer Service,Respondent #49,I would recommend this to others.,Customer Service - I would recommend this to others.,Strongly Disagree,negative,Negative,0,0,0.6542730118621638,0,100,0,1,1
Customer Service,Respondent #43,The performance in this area is reliable.,Customer Service - I find this aspect of the product satisfactory.,Strongly Disagree,negative,Negative,-1,0,0.27156597032847474,0,0,1,1,3
Customer Service,Respondent #10,This aspect is easy to understand and use.,Customer Service - This aspect is easy to understand and use.,Disagree,negative,Negative,0,-1,-0.9969095336216067,0,-100,1,1,5
Durability,Respondent #5,The performance in this area is reliable.,Durability - The performance in this area is reliable.,Neutral,neutral,Positive,0,-1,-0.46791672562522013,1,-100,0,1,5
Durability,Respondent #43,I would recommend this to others.,Durability - This aspect meets my expectations.,Disagree,negative,Positive,2,0,-0.9106753553292002,1,0,1,1,5
Durability,Respondent #42,I find this aspect of the product satisfactory.,Durability - This aspect is easy to understand and use.,Disagree,negative,Positive,0,-1,0.6480192680075754,0,100,0,1,4
Durability,Respondent #17,I would recommend this to others.,Durability - This aspect is easy to understand and use.,Agree,positive,Positive,1,0,0.8792229200748707,0,0,1,1,3
Durability,Respondent #18,This aspect is easy to understand and use.,Durability - This aspect is easy to understand and use.,Neutral,neutral,Positive,2,-1,-0.15495447802426288,0,-100,0,1,3
Durability,Respondent #27,I would recommend this to others.,Durability - This aspect is easy to understand and use.,Neutral,neutral,Positive,-2,0,0.7567782072273712,1,0,1,1,2
Durability,Respondent #13,This aspect is easy to understand and use.,Durability - The performance in this area is reliable.,Disagree,negative,Positive,-1,-1,0.45534575548430367,0,-100,0,1,3
Durability,Respondent #25,The performance in this area is reliable.,Durability - I would recommend this to others.,Disagree,negative,Positive,0,0,0.5892381750117295,0,-100,0,1,3
Durability,Respondent #38,This aspect meets my expectations.,Durability - I find this aspect of the product satisfactory.,Strongly Disagree,negative,Positive,0,0,-0.3703798514410255,1,-100,1,1,4
Durability,Respondent #9,I find this aspect of the product satisfactory.,Durability - I find this aspect of the product satisfactory.,Neutral,neutral,Positive,0,0,0.8727391448401469,0,-100,1,1,3
Durability,Respondent #1,This aspect meets my expectations.,Durability - The performance in this area is reliable.,Neutral,neutral,Positive,-1,-1,0.937200179693304,1,100,1,1,2
Durability,Respondent #16,The performance in this area is reliable.,Durability - I find this aspect of the product satisfactory.,Disagree,negative,Positive,-1,-1,-0.44928259897715117,1,-100,0,1,4
Durability,Respondent #10,I would recommend this to others.,Durability - This aspect meets my expectations.,Agree,positive,Positive,2,0,-0.18261482775308435,1,0,0,1,3
Durability,Respondent #7,I find this aspect of the product satisfactory.,Durability - I find this aspect of the product satisfactory.,Disagree,negative,Positive,-1,0,0.7189734011214173,1,-100,1,1,1
Durability,Respondent #19,This aspect meets my expectations.,Durability - I find this aspect of the product satisfactory.,Strongly Agree,positive,Positive,-1,-1,0.03229766633284603,1,100,0,1,4
Durability,Respondent #21,This aspect meets my expectations.,Durability - I would recommend this to others.,Strongly Disagree,negative,Positive,-1,-1,0.026626527362016983,0,-100,0,1,1
Durability,Respondent #1,This aspect is easy to understand and use.,Durability - I find this aspect of the product satisfactory.,Disagree,negative,Positive,0,0,-0.8186786410096216,0,-100,1,1,3
Durability,Respondent #44,This aspect is easy to understand and use.,Durability - This aspect is easy to understand and use.,Strongly Agree,positive,Positive,2,0,-0.848415725973455,1,-100,0,1,5
Durability,Respondent #38,I would recommend this to others.,Durability - This aspect meets my expectations.,Strongly Disagree,negative,Positive,0,0,-0.9595645831309172,1,-100,1,1,5
Durability,Respondent #30,This aspect meets my expectations.,Durability - This aspect is easy to understand and use.,Strongly Disagree,negative,Positive,-2,0,-0.6612953746126817,0,-100,1,1,1
Durability,Respondent #5,I find this aspect of the product satisfactory.,Durability - This aspect meets my expectations.,Disagree,negative,Positive,-1,0,0.26626521242270695,0,0,1,1,5
Durability,Respondent #37,I find this aspect of the product satisfactory.,Durability - I find this aspect of the product satisfactory.,Agree,positive,Positive,1,0,0.885791480466553,1,100,0,1,3
Durability,Respondent #36,I find this aspect of the product satisfactory.,Durability - This aspect is easy to understand and use.,Strongly Agree,positive,Neutral,1,0,0.0012163638391269327,0,-100,0,1,2
Durability,Respondent #13,This aspect is easy to understand and use.,Durability - This aspect is easy to understand and use.,Disagree,negative,Neutral,2,-1,0.42979259643474177,0,100,1,1,4
Durability,Respondent #21,This aspect is easy to understand and use.,Durability - I find this aspect of the product satisfactory.,Strongly Disagree,negative,Neutral,0,0,-0.16700598231449781,0,0,1,1,2
Durability,Respondent #5,The performance in this area is reliable.,Durability - This aspect is easy to understand and use.,Strongly Agree,positive,Neutral,0,-1,-0.15557819905931458,1,0,0,1,4
Durability,Respondent #48,This aspect is easy to understand and use.,Durability - This aspect meets my expectations.,Neutral,neutral,Neutral,1,-1,0.43789054626106005,1,100,1,1,1
Durability,Respondent #16,I find this aspect of the product satisfactory.,Durability - This aspect meets my expectations.,Agree,positive,Neutral,-2,-1,-0.648864494980252,0,-100,1,1,5
Durability,Respondent #1,This aspect is easy to understand and use.,Durability - The performance in this area is reliable.,Disagree,negative,Neutral,-1,-1,0.35122220937072246,0,0,0,1,2
Durability,Respondent #39,The performance in this area is reliable.,Durability - I would recommend this to others.,Neutral,neutral,Neutral,2,-1,-0.2513130776766581,1,-100,0,1,1
Durability,Respondent #50,I find this aspect of the product satisfactory.,Durability - I find this aspect of the product satisfactory.,Agree,positive,Neutral,-1,-1,-0.20805341423454604,1,100,1,1,3
Durability,Respondent #43,This aspect is easy to understand and use.,Durability - The performance in this area is reliable.,Neutral,neutral,Neutral,1,0,0.5495743919529181,1,0,0,1,2
Durability,Respondent #24,I would recommend this to others.,Durability - This aspect meets my expectations.,Neutral,neutral,Neutral,0,0,0.3656298090193768,0,0,1,1,1
Durability,Respondent #34,I would recommend this to others.,Durability - This aspect is easy to understand and use.,Strongly Disagree,negative,Neutral,0,-1,0.45419052907904356,1,-100,1,1,3
Durability,Respondent #33,I find this aspect of the product satisfactory.,Durability - This aspect is easy to understand and use.,Strongly Disagree,negative,Neutral,0,0,0.7287994078023368,0,0,1,1,3
Durability,Respondent #39,I find this aspect of the product satisfactory.,Durability - This aspect is easy to understand and use.,Agree,positive,Neutral,-2,-1,0.8103371331061651,1,-100,0,1,1
Durability,Respondent #37,I find this aspect of the product satisfactory.,Durability - I would recommend this to others.,Strongly Disagree,negative,Neutral,1,-1,-0.21372727504393185,1,-100,1,1,2
Durability,Respondent #46,The performance in this area is reliable.,Durability - The performance in this area is reliable.,Agree,positive,Neutral,-1,-1,0.4680856422787081,0,100,1,1,3
Durability,Respondent #4,This aspect meets my expectations.,Durability - This aspect is easy to understand and use.,Strongly Disagree,negative,Neutral,2,0,0.605196147674989,0,100,0,1,4
Durability,Respondent #43,The performance in this area is reliable.,Durability - The performance in this area is reliable.,Strongly Disagree,negative,Neutral,2,0,-0.3523364398332689,0,-100,0,1,3
Durability,Respondent #33,The performance in this area is reliable.,Durability - This aspect is easy to understand and use.,Strongly Agree,positive,Neutral,-1,0,-0.36366056953360837,1,100,1,1,5
Durability,Respondent #39,The performance in this area is reliable.,Durability - The performance in this area is reliable.,Neutral,neutral,Neutral,-1,-1,0.8718973396317409,1,0,1,1,5
Durability,Respondent #44,This aspect meets my expectations.,Durability - This aspect is easy to understand and use.,Neutral,neutral,Neutral,-1,-1,-0.7490503920142824,0,0,0,1,3
Durability,Respondent #28,The performance in this area is reliable.,Durability - I would recommend this to others.,Strongly Disagree,negative,Neutral,2,0,0.6726187892296098,1,-100,1,1,2
Durability,Respondent #33,I find this aspect of the product satisfactory.,Durability - I find this aspect of the product satisfactory.,Disagree,negative,Neutral,-2,-1,0.031743516318660125,0,-100,0,1,3
Durability,Respondent #19,I find this aspect of the product satisfactory.,Durability - I would recommend this to others.,Neutral,neutral,Neutral,-2,0,0.39484677570349036,1,0,1,1,2
Durability,Respondent #16,I find this aspect of the product satisfactory.,Durability - I find this aspect of the product satisfactory.,Neutral,neutral,Neutral,1,-1,0.4653725639146795,0,-100,0,1,5
Durability,Respondent #27,This aspect meets my expectations.,Durability - This aspect meets my expectations.,Strongly Agree,positive,Neutral,1,-1,0.8904361162180392,0,0,1,1,4
Durability,Respondent #13,This aspect is easy to understand and use.,Durability - This aspect meets my expectations.,Strongly Disagree,negative,Neutral,-1,-1,-0.9856596143318967,1,0,1,1,4
Durability,Respondent #17,I would recommend this to others.,Durability - This aspect meets my expectations.,Neutral,neutral,Neutral,1,-1,0.8758386691752522,0,-100,1,1,1
Durability,Respondent #31,The performance in this area is reliable.,Durability - This aspect is easy to understand and use.,Neutral,neutral,Neutral,2,0,-0.9630994475004391,1,0,0,1,2
Durability,Respondent #28,This aspect meets my expectations.,Durability - I find this aspect of the product satisfactory.,Disagree,negative,Neutral,2,0,-0.313730799144734,0,100,0,1,4
Durability,Respondent #5,The performance in this area is reliable.,Durability - This aspect is easy to understand and use.,Disagree,negative,Neutral,-1,0,0.0025560086454625708,0,0,1,1,4
Durability,Respondent #3,I find this aspect of the product satisfactory.,Durability - I find this aspect of the product satisfactory.,Neutral,neutral,Neutral,0,0,0.38304298136627524,1,-100,1,1,3
Durability,Respondent #38,This aspect meets my expectations.,Durability - The performance in this area is reliable.,Disagree,negative,Neutral,2,0,0.24198461620953782,0,-100,0,1,4
Durability,Respondent #24,I would recommend this to others.,Durability - The performance in this area is reliable.,Disagree,negative,Neutral,2,-1,0.6801983552925623,0,100,0,1,1
Durability,Respondent #18,The performance in this area is reliable.,Durability - This aspect is easy to understand and use.,Neutral,neutral,Neutral,0,-1,-0.9536913580573936,0,0,1,1,2
Durability,Respondent #18,I find this aspect of the product satisfactory.,Durability - I would recommend this to others.,Strongly Agree,positive,Neutral,2,-1,-0.2514434760660895,0,100,1,1,5
Durability,Respondent #11,I would recommend this to others.,Durability - This aspect is easy to understand and use.,Agree,positive,Neutral,0,-1,-0.3534378864258658,0,0,0,1,4
Durability,Respondent #31,The performance in this area is reliable.,Durability - The performance in this area is reliable.,Neutral,neutral,Neutral,-2,-1,0.010932748058707586,1,-100,1,1,5
Durability,Respondent #15,I find this aspect of the product satisfactory.,Durability - The performance in this area is reliable.,Strongly Disagree,negative,Negative,-1,-1,-0.45327716429311726,1,-100,1,1,3
Durability,Respondent #33,This aspect is easy to understand and use.,Durability - This aspect meets my expectations.,Agree,positive,Negative,2,0,-0.6761186444470564,0,-100,1,1,1
Durability,Respondent #15,I would recommend this to others.,Durability - I find this aspect of the product satisfactory.,Strongly Disagree,negative,Negative,-2,-1,0.14078192232831266,0,100,0,1,1
Durability,Respondent #49,I would recommend this to others.,Durability - I find this aspect of the product satisfactory.,Strongly Disagree,negative,Negative,0,-1,0.7280570096930625,0,-100,1,1,5
Durability,Respondent #14,This aspect is easy to understand and use.,Durability - The performance in this area is reliable.,Strongly Disagree,negative,Negative,0,-1,-0.717943786079583,1,-100,0,1,2
Durability,Respondent #31,I find this aspect of the product satisfactory.,Durability - The performance in this area is reliable.,Agree,positive,Negative,1,0,0.8109297040488004,1,0,0,1,4
Durability,Respondent #35,This aspect is easy to understand and use.,Durability - The performance in this area is reliable.,Strongly Agree,positive,Negative,0,0,0.12276863384656189,1,0,0,1,3
Durability,Respondent #45,I find this aspect of the product satisfactory.,Durability - I find this aspect of the product satisfactory.,Agree,positive,Negative,-1,0,0.3680534254182535,0,-100,1,1,3
Durability,Respondent #19,This aspect meets my expectations.,Durability - I would recommend this to others.,Agree,positive,Negative,-2,0,-0.0418903908613788,1,0,0,1,3
Durability,Respondent #31,I would recommend this to others.,Durability - The performance in this area is reliable.,Strongly Disagree,negative,Negative,0,-1,-0.07837480328521385,0,100,1,1,1
Durability,Respondent #21,This aspect meets my expectations.,Durability - I find this aspect of the product satisfactory.,Disagree,negative,Negative,-1,0,0.07875724508178505,0,100,1,1,2
Durability,Respondent #29,This aspect meets my expectations.,Durability - This aspect is easy to understand and use.,Strongly Disagree,negative,Negative,-1,-1,0.41433850535862193,0,-100,1,1,4
Durability,Respondent #44,This aspect is easy to understand and use.,Durability - This aspect is easy to understand and use.,Strongly Disagree,negative,Negative,-2,0,0.9298620954283343,1,100,0,1,5
Durability,Respondent #20,This aspect is easy to understand and use.,Durability - This aspect is easy to understand and use.,Strongly Agree,positive,Negative,0,-1,0.2188415475372647,0,-100,1,1,1
Durability,Respondent #49,This aspect meets my expectations.,Durability - I would recommend this to others.,Neutral,neutral,Negative,-1,-1,-0.5636409065806081,1,-100,0,1,3
Durability,Respondent #29,I find this aspect of the product satisfactory.,Durability - This aspect is easy to understand and use.,Strongly Disagree,negative,Negative,0,0,0.33728056513853755,0,-100,1,1,4
Durability,Respondent #5,This aspect meets my expectations.,Durability - This aspect is easy to understand and use.,Disagree,negative,Negative,1,0,-0.7462585713590062,1,-100,0,1,5
Durability,Respondent #41,This aspect is easy to understand and use.,Durability - This aspect is easy to understand and use.,Disagree,negative,Negative,2,0,0.8882693594344966,1,-100,0,1,1
Durability,Respondent #16,This aspect meets my expectations.,Durability - This aspect meets my expectations.,Neutral,neutral,Negative,-2,0,0.660344305689553,0,-100,0,1,4
Durability,Respondent #21,This aspect meets my expectations.,Durability - I would recommend this to others.,Strongly Agree,positive,Negative,1,0,-0.43963098238622944,1,0,1,1,3
Durability,Respondent #35,I find this aspect of the product satisfactory.,Durability - This aspect is easy to understand and use.,Disagree,negative,Negative,0,0,-0.6721565267182525,1,-100,0,1,1
Durability,Respondent #34,I find this aspect of the product satisfactory.,Durability - I find this aspect of the product satisfactory.,Strongly Disagree,negative,Negative,-1,-1,-0.21369979826627583,0,100,1,1,5
Durability,Respondent #10,The performance in this area is reliable.,Durability - This aspect is easy to understand and use.,Disagree,negative,Negative,-2,-1,0.5148273431152273,0,-100,0,1,1
Durability,Respondent #14,I would recommend this to others.,Durability - I would recommend this to others.,Strongly Agree,positive,Negative,2,0,0.14043505461032546,0,0,1,1,1
Durability,Respondent #8,I find this aspect of the product satisfactory.,Durability - I would recommend this to others.,Strongly Disagree,negative,Negative,-2,0,-0.23855430053182203,0,100,0,1,2
Durability,Respondent #21,This aspect is easy to understand and use.,Durability - This aspect is easy to understand and use.,Strongly Disagree,negative,Negative,-1,0,0.2250567589988537,1,-100,0,1,2
Durability,Respondent #39,I find this aspect of the product satisfactory.,Durability - This aspect meets my expectations.,Strongly Disagree,negative,Negative,0,0,0.2541919166160065,1,100,1,1,3
Durability,Respondent #37,This aspect meets my expectations.,Durability - I would recommend this to others.,Disagree,negative,Negative,1,0,-0.01574138293449212,0,100,1,1,3
Durability,Respondent #5,I find this aspect of the product satisfactory.,Durability - This aspect meets my expectations.,Neutral,neutral,Negative,1,0,-0.6344915316122042,0,0,0,1,1
Durability,Respondent #38,I would recommend this to others.,Durability - I find this aspect of the product satisfactory.,Disagree,negative,Negative,1,-1,0.4394663788245603,1,100,1,1,3
Durability,Respondent #38,This aspect is easy to understand and use.,Durability - I find this aspect of the product satisfactory.,Strongly Disagree,negative,Negative,-2,0,-0.16670728593909878,0,-100,0,1,5
Durability,Respondent #31,I find this aspect of the product satisfactory.,Durability - I find this aspect of the product satisfactory.,Strongly Disagree,negative,Negative,-1,0,-0.835656523269978,1,-100,0,1,3
Durability,Respondent #11,This aspect meets my expectations.,Durability - I find this aspect of the product satisfactory.,Strongly Agree,positive,Negative,-2,0,0.7877460107425065,0,100,0,1,1
Durability,Respondent #39,I would recommend this to others.,Durability - This aspect meets my expectations.,Neutral,neutral,Negative,0,0,0.0647146371797247,1,100,0,1,2
Durability,Respondent #4,This aspect meets my expectations.,Durability - This aspect meets my expectations.,Strongly Disagree,negative,Negative,-1,-1,-0.07247803631740712,0,-100,0,1,5
Durability,Respondent #15,This aspect meets my expectations.,Durability - The performance in this area is reliable.,Disagree,negative,Negative,-2,0,0.4715234150114791,1,100,1,1,3
Durability,Respondent #46,I find this aspect of the product satisfactory.,Durability - This aspect meets my expectations.,Strongly Agree,positive,Negative,1,0,-0.9491149503626388,0,0,0,1,5
Durability,Respondent #7,This aspect is easy to understand and use.,Durability - I would recommend this to others.,Disagree,negative,Negative,2,0,-0.8975278995719735,1,100,0,1,3
Durability,Respondent #24,I find this aspect of the product satisfactory.,Durability - I would recommend this to others.,Neutral,neutral,Negative,1,-1,-0.6596762338581257,1,100,0,1,2
Durability,Respondent #49,I find this aspect of the product satisfactory.,Durability - The performance in this area is reliable.,Disagree,negative,Negative,1,0,0.8156592879131153,1,100,1,1,5
Durability,Respondent #19,This aspect meets my expectations.,Durability - This aspect meets my expectations.,Disagree,negative,Negative,-2,0,-0.5051877105710947,0,100,0,1,1
Durability,Respondent #16,This aspect is easy to understand and use.,Durability - This aspect meets my expectations.,Strongly Disagree,negative,Negative,0,-1,-0.9814857460813242,1,100,1,1,5
Durability,Respondent #21,This aspect is easy to understand and use.,Durability - This aspect is easy to understand and use.,Disagree,negative,Negative,2,-1,0.24003806832946073,1,0,1,1,3
Durability,Respondent #16,I would recommend this to others.,Durability - I would recommend this to others.,Strongly Agree,positive,Negative,-2,0,-0.5083052430436839,0,0,0,1,3
Durability,Respondent #23,The performance in this area is reliable.,Durability - I would recommend this to others.,Strongly Agree,positive,Negative,0,-1,-0.12130525268872416,0,100,1,1,3
Durability,Respondent #18,I find this aspect of the product satisfactory.,Durability - The performance in this area is reliable.,Agree,positive,Negative,2,0,0.8205422415089407,0,0,1,1,4
Durability,Respondent #15,The performance in this area is reliable.,Durability - The performance in this area is reliable.,Disagree,negative,Negative,1,-1,0.9720563361886303,1,-100,1,1,1
Durability,Respondent #43,This aspect is easy to understand and use.,Durability - This aspect is easy to understand and use.,Agree,positive,Negative,2,0,-0.47652577233917826,0,0,0,1,1
Durability,Respondent #10,The performance in this area is reliable.,Durability - This aspect is easy to understand and use.,Neutral,neutral,Negative,2,0,-0.8547269419678725,0,0,0,1,1
Durability,Respondent #42,This aspect is easy to understand and use.,Durability - This aspect is easy to understand and use.,Strongly Agree,positive,Negative,1,-1,-0.5714499054292221,0,100,0,1,2
Aesthetics,Respondent #5,I find this aspect of the product satisfactory.,Aesthetics - This aspect is easy to understand and use.,Agree,positive,Positive,-2,-1,0.3314308730086226,0,0,0,1,4
Aesthetics,Respondent #8,This aspect is easy to understand and use.,Aesthetics - The performance in this area is reliable.,Agree,positive,Positive,0,0,0.8497319316908905,0,-100,1,1,3
Aesthetics,Respondent #18,I would recommend this to others.,Aesthetics - I find this aspect of the product satisfactory.,Strongly Agree,positive,Positive,2,0,-0.585745765260931,1,-100,1,1,2
Aesthetics,Respondent #12,This aspect meets my expectations.,Aesthetics - I find this aspect of the product satisfactory.,Neutral,neutral,Positive,2,-1,-0.20656044137867524,1,-100,0,1,1
Aesthetics,Respondent #34,This aspect is easy to understand and use.,Aesthetics - This aspect is easy to understand and use.,Neutral,neutral,Positive,-1,-1,-0.6746079934267208,1,100,0,1,4
Aesthetics,Respondent #38,I find this aspect of the product satisfactory.,Aesthetics - The performance in this area is reliable.,Strongly Agree,positive,Positive,0,0,0.2410244091052436,0,100,0,1,1
Aesthetics,Respondent #23,This aspect meets my expectations.,Aesthetics - I find this aspect of the product satisfactory.,Agree,positive,Positive,1,0,-0.01306374516401565,1,-100,0,1,5
Aesthetics,Respondent #8,The performance in this area is reliable.,Aesthetics - This aspect meets my expectations.,Agree,positive,Positive,2,0,-0.6871374762218674,0,0,1,1,3
Aesthetics,Respondent #4,This aspect is easy to understand and use.,Aesthetics - The performance in this area is reliable.,Agree,positive,Positive,-2,0,-0.49743339205018744,1,100,1,1,4
